perms,i=0,i=1,i=2,i=3,i=4,i=5,i=6,i=7,i=8,i=9,i=10,i=11,i=12,i=13,i=14,i=15,i=16,i=17,i=18,i=19,i=20,i=21,i=22,i=23,i=24,i=25,i=26,i=27,i=28,i=29,i=30,i=31,i=32,i=33,i=34,i=35,i=36,i=37,i=38,i=39,i=40,i=41,i=42,i=43,i=44,i=45,i=46,i=47,i=48,i=49,i=50
"[12,3,2,2,1,1]",0,0,0,0,0,0,0,0,0,0,0,0,2,576,25096,579184,8877810,99725665,872863486,6223064218,37386587352,194358429454,892911999086,3687013514155,13872966947937,48105776758465,155178776575715,469344922779584,1339891702782500,3631070832540548,9386671900700000,23245599586257363,55351127797821601,127138122333429008,282507026052037983,608816059978015155,1275336729503052287,2602078281644046318,5180333831843895653,10079625104796842252,19196395315046782791,35831383405292846078,65630178726784705965,118092135442605827995,208956539940860647996,363925324766610616091,624397315307194714200,1056195104999168760476,1762695812473575831158,2904375829793243271993,4727606044278654279834
"[12,3,2,1,1,1,1]",0,0,0,0,0,0,0,0,0,0,0,0,18,1068,27888,494977,6640387,69838708,591737100,4150915144,24734325902,128054653869,587112233291,2422082767509,9110484286890,31590956913217,101920405588630,308331381513172,880451567606450,2386618398402681,6171188316248753,15286225071605502,36406628015282543,83640394434317671,185886489890633513,400659480441606581,839417425938692573,1712895728392385819,3410515717591756765,6636716977117805909,12640685491142006082,23596763825115527289,43224177125966727374,77781290689115135682,137637969420214481518,239728735552403349506,411331582738759096844,695819062898773525774,1161311785358109661267,1913559187587929207687,3114917125284816679051
"[12,3,1,1,1,1,1,1]",0,0,0,0,0,0,0,0,0,0,0,0,29,807,13965,190546,2176920,20925397,169052427,1157014639,6807829952,35020388508,160058489869,659367473153,2478902318656,8595488163011,27737454948061,83940648594300,239789105346849,650248814914956,1682023942482307,4167926942532284,9929892646229990,22819794764098170,50729747798114573,109369922611446159,229190905870399653,467775573422769424,931547788687797235,1813046815766410699,3453742760849381651,6448062097428619503,11812867901934553216,21259383088405068045,37623245697338911514,65535505506614990941,112456266811269644020,190247884822612205715,317542198968367128755,523264289280926686034,851824281949988916559
"[12,2,2,2,2,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,128,6493,154099,2361508,26424182,230679331,1642797968,9868094111,51319700312,235915457993,974820372774,3670460415498,12735957234478,41107819402930,124398360108486,355300701276736,963252977703018,2491004315365828,6170797477230830,14697641363605133,33767798424102870,75049725716988116,161766170202695842,338921061934802349,691604428250733116,1377056021162632216,2679713610686126706,5103972585073508807,9527787754912635334,17452905644976332751,31406324187141728825,55575176550024731528,96797260323541219478,166086834370892336171,280956770110916210338,468912622728478232249,772653564449646784780,1257735051518456683436
"[12,2,2,2,1,1,1]",0,0,0,0,0,0,0,0,0,0,0,0,5,424,12268,225491,3058345,32266755,273705276,1921521802,11459078327,59374405421,272438116566,1124743864711,4233432373554,14688165981114,47411974866337,143495390747195,409914639448775,1111517532212692,2874935864978335,7123099259073634,16968533611432764,38990859636071678,86669635355622180,186834892608048305,391486011305794015,798947529360189390,1590928727761469767,3096152555527558056,5897579071145908345,11009965397586953898,20169138722006578591,36296105940866365594,64231035815721358528,111878428501915990783,191971159250907763878,324755280271505878591,542029837763218735734,893160251972028612155,1453938119925370713486
"[12,2,2,1,1,1,1,1]",0,0,0,0,0,0,0,0,0,0,0,0,23,715,13031,181908,2098343,20258083,164042849,1124413506,6623406087,34102562441,155981981191,642986981379,2418636485238,8390396164940,27086261765293,81997363444122,234304554123124,635530789547059,1644295411542226,4075169862365587,9710406668427535,22318387373434387,49620866380508996,106990104532984567,224223756408979359,457673316248409607,911492188218003999,1774120467019635868,3379771556687780333,6310259823576838003,11560903921951143225,20806716565309299595,36823399894326891030,64144217005971462677,110071890338477309489,186218723284164566349,310824091914814896710,512204194428677885940,833834864867308582103
"[12,2,1,1,1,1,1,1,1]",0,0,0,0,0,0,0,0,0,0,0,1,37,612,7679,83187,807145,6992210,53216083,352718129,2041226340,10413741496,47410772624,195003653400,732850723611,2541760210884,8206673710469,24852105720953,71043490152294,192784025242574,499002349610334,1237221101786831,2949206837791180,6780833036542838,15080760229074243,32525801648710569,68183502284731836,139205175301577137,277296720151683343,539830956814110357,1028576930801596337,1920720413393855070,3519408579228036986,6334854491513293059,11212617537762265358,19533769302764794599,33523262250557384292,56719293700879397269,94679610710828375220,156032936755205505299,254028185743925550563
"[12,1,1,1,1,1,1,1,1,1]",0,0,0,0,0,0,0,0,0,0,0,2,22,212,1950,16869,138039,1061220,7494102,47578912,268959600,1355295625,6131639265,25144451070,94380523568,327248963456,1056820422557,3201791535955,9157898933862,24865516551756,64399067521948,159757615404650,381012633419040,876432284580681,1950029374110564,4207371856214771,8822889556934215,18018585535750634,35902972208609730,69912007967252247,133238070943838169,248853462623186019,456067017069967591,821045940448370586,1453459344019591780,2532450482641945066,4346651525447512510,7355093394123628456,12278868917943675523,20237592432091796588,32950474229468917811
"[11,10]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1088,20056,244349,2219577,16077892,97088910,504567528,2311180748,9503938730,35599257930,122894017509,394763029652,1189365082965,3383547174869,9140608019065,23563437133337,58209037619010,138299645008337,317047289683770,703278332444551,1513276748991189,3165669950833549,6451114419705997,12829297095924978,24938500300800904,47453744815411732,88507065338581808,162000219844347889,291313575954615193,515169370871223215,896776471763712701,1537912774630881309,2600352045869332825,4338096748946328267,7145346620319861558,11627158588667715394
"[11,9,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,5,494,15298,266583,3167137,28346399,203376246,1220414016,6316278200,28853901130,118445714401,443179063582,1528890333197,4909217806692,14787773685945,42065428334286,113639291422136,292964244497255,723773330083058,1719797278059606,3943013430950465,8747438181697488,18824401226243480,39383678212605937,80265926036988198,159640400067293905,310349607682940752,590594884151811479,1101622721087428334,2016525954199560770,3626434485393805300,6413540045299493272,11164995544404305350,19148320009462302582,32378292143040033810,54018456067771233869,88978655078808570093,144795249017023362488
"[11,8,2]",0,0,0,0,0,0,0,0,0,0,0,0,0,36,2621,76833,1308719,15342308,136151199,971513037,5809767346,30004895597,136894929705,561556417317,2100377171492,7244943100976,23263308947980,70080740756955,199378661696097,538704024674348,1389022271395498,3432184490085491,8156745433022813,18704075185962629,41500484568957233,89320962440277833,186897719952977784,380951881868018886,757754893129574503,1473263055135211801,2803872914504841058,5230434279176718705,9575067624465301301,17220598885700427586,30457486911576209045,53024958649543448425,90944384743428198716,153787369669105165087,256583476117896046379,422659431997662892506,687821614817578214275
"[11,8,1,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,49,3074,84385,1396418,16151919,142404871,1012861944,6047409692,31208841775,142344297852,583868345127,2183939376919,7534011757289,24194819642801,72897498630479,207421955433214,560512314905676,1445435649254667,3571989229670517,8489883878375903,19469822185509040,43203179930363771,92992729554179245,194593924878800768,396663314796322920,789050124414888269,1534184736586553404,2919947577449850434,5447182679151286265,9972218959365349187,17935457661253385318,31722776506181832619,55229254358934116623,94727347949434130910,160187953143077865993,267267842097002149167,440267534693000633694,716488630062172836863
"[11,7,3]",0,0,0,0,0,0,0,0,0,0,0,0,0,90,6603,191610,3231643,37616354,332292816,2364527404,14117568260,72848422583,332232329649,1362686755929,5097064114523,17584046388749,56472601722630,170159772238546,484206865954758,1308562269037189,3374743221632051,8340339355532654,19824640015979346,45466720456475698,100895882389937240,217185490152420110,454499314101838183,926501854845461930,1843093763285228502,3583748152549797392,6821036952481106033,12725107874094627055,23296694415249350245,41901234325242321472,74113341586596759066,129034047705805113163,221319474585961661020,374267800880870824644,624463419241594383969,1028688828548155564226,1674106843868387784650
"[11,7,2,1]",0,0,0,0,0,0,0,0,0,0,0,0,1,272,16293,439540,7190240,82555229,724621095,5140908862,30654144393,158106258177,721031591441,2957889593686,11066755575833,38189858539025,122686579521482,369777336263210,1052517586584707,2845100143002030,7339023689443106,18141191429245546,43128347418626739,98927790986643854,219562372804274913,472681394234146779,989278007688648009,2016850532582335416,4012477724994497492,7802548801866302155,14851821329686522752,27708817843955320951,50731220492136052244,91249374167357821559,161405900490468912280,281025269340506480171,482033296743874080003,815182280644277650502,1360168740667993433891,2240691867395175779689,3646637090570404787590
"[11,7,1,1,1]",0,0,0,0,0,0,0,0,0,0,0,0,1,221,10479,255246,3988971,44831694,389469237,2749241296,16353417417,84254548985,384080701197,1575536139958,5895529117520,20349009459944,65388206871942,197129767818841,561237896931346,1517448645933931,3915122992682956,9679550646140501,23015814094611800,52801756052092424,117205380001417486,252354723965844532,528212853495867327,1076978416005161161,2142812406073877383,4167180445302892460,7932614280087542204,14800702880243832572,27099709736721808735,48746314139385823884,86228672784430091265,150139912485395181480,257539951916773978327,435549549019251318135,726757520007835281310,1197268548515127927217,1948559101865216198837
"[11,6,4]",0,0,0,0,0,0,0,0,0,0,0,0,0,115,8713,251150,4208919,48801182,430133548,3057036907,18241573116,94108980298,429195496500,1760611599433,6586710155568,22727924405863,73008578406221,220031914080140,626249256525453,1692745574114925,4366285278563322,10792505865300969,25656920179701731,58850125820820261,130609930670038182,281175530460345455,588463312332736658,1199686748241330672,2386716366803165353,4641084531712906716,8834015784368773001,16481338794146092014,30174933175432098878,54274750046858202527,96002961980901181043,167150697872121184396,286706621348352800615,484856821979642014422,809002505755800105035,1332716238669345335907,2168935945221543537592
"[11,6,3,1]",0,0,0,0,0,0,0,0,0,0,0,0,1,557,34871,943249,15399167,176488891,1547539287,10974904615,65442113503,337619808155,1540273385666,6321394583229,23661529630614,81687516169706,262529377731047,791552919462193,2253786583179599,6094106799522038,15724110573937231,38877316609210431,92445246751783944,212090497434126598,470796179321590368,1013695860291600198,2121849868305209952,4326343189193776054,8608062431080675239,16740560908333562159,31867629079367021707,59459444541846974811,108869867663935041237,195834369624780246333,346419631439502531795,603184609313104280313,1034669587186585524384,1749835970921818383335,2919790922941295416068,4810121209242823034287,7828527074103257118250
"[11,6,2,2]",0,0,0,0,0,0,0,0,0,0,0,0,1,445,26215,693177,11206048,127866820,1119055105,7930515775,47282638859,243969467885,1113321585453,4570555079802,17113271415060,59098014917881,189981543342159,572951706725792,1631713293399257,4412892363409411,11388113796429584,28160847586524264,66971509912720210,153665391542512039,341138930430442732,734589011646543915,1537748716992836605,3135608228159616554,6239258531185274230,12134486175065025290,23100553696694407946,43103495516338875377,78925324890400510009,141975337098902713961,251154102838601320408,437321145072276457166,750175993346391535440,1268729437774404491740,2117057685927619154790,3487750295852948663445,5676453741508233863462
"[11,6,2,1,1]",0,0,0,0,0,0,0,0,0,0,0,0,6,1012,47743,1161326,18119673,203447369,1767004136,12476731554,74259317740,382871956001,1746710614197,7170676922785,26851521861882,92742337352589,298191240932725,899457483884638,2562018416597840,6929982676446723,17886481986348719,44236115945551577,105214010519708154,241438369587054377,536047484294220937,1154393007321610796,2416728839407003399,4928265515618927392,9806903491455832672,19074104548550979657,36313370210407344026,67760389802688630902,124078663411650105828,223207748270469731309,394866929253575721321,687580822925362390388,1179500279518302096400,1994869329011301325046,3328800248441675738835,5484148307548116741895,8925836297342412542624
"[11,6,1,1,1,1]",0,0,0,0,0,0,0,0,0,0,0,0,8,664,22928,483125,7049653,76675057,655805564,4596331783,27260326116,140332570435,639862873056,2626689768573,9838062600530,33990734548556,109329478024158,329901463051209,940026088403647,2543506000384505,6566832642263418,16245225243720611,38648083968385267,88706440049212586,196986494617341409,424289332838991608,888389651080087852,1811880821678834921,3605961210828267730,7014251334468664795,13355089113494881312,24922684960785159104,45640550674284951199,82109698049000698314,145266121802741294731,252966515458648762980,433970936049985524968,734003676742237417268,1224872274329705372712,2018040369080423325689,3284623882336946163390
"[11,5,5]",0,0,0,0,0,0,0,0,0,0,0,0,0,57,4255,122080,2039558,23605448,207865522,1476720284,8810455080,45453791575,207315413437,850539443125,3182443580657,10982825582432,35284831579310,106354474042250,302739173266077,818388653674759,2111163528559653,5218786711522744,12407527981491703,28461514456877402,63170373051991599,135999878310619783,284643710027011212,580321963883736714,1154566393940170304,2245188327145222676,4273710607533824502,7973549544430573796,14598780651358816260,26258993698864029233,46448736633238236103,80873389746453795061,138721124274613496080,234598450674186316020,391442203319005400002,644853533670013507576,1049482625753165225439
